id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan,amar_code
7292,ایرج اباد,0,,11,163,395,1572,929010001159101
7293,ایرج اباد,0,,21,70,563,1878,810020001118234
7294,ایرجیه,0,,10,76,706,1723,2908010001152057
7295,ایرجیه,0,,21,70,563,2233,810020002119025
7296,ایرجیه,0,,21,200,875,1539,818010002089910
7297,ایرکا,0,,27,426,201,2437,214020002023121
7298,ایرگون,0,,29,75,526,478,2213030002521598
7299,ایرمان,0,,26,41,275,1173,1501040002216804
7300,ایرمیش,0,,29,75,549,1015,2213020002254386
7301,ایرنجی,0,,3,431,594,1111,2409010001025128
7302,ایرنچی,0,,1,31,57,1593,322010001029352
7303,ایرنران بالا,0,,16,242,1061,382,1123040002189292
7304,ایرنران پایین,0,,16,242,1061,382,1123040002711493
7305,ایرنه,0,,25,291,223,776,104060002012274
7306,ایروانلو,0,,2,26,656,2473,401040011040308
7307,ایروه,0,,26,157,120,1376,1503020002218673
7308,ایره گونی,0,,30,300,135,543,1309020001210020
7309,ایری بوجاق,0,,1,154,531,2143,326020001026200
7310,ایری سفلی,1,4641,1,132,377,1162,319010001027277
7311,ایری علیا,1,4642,1,436,225,107,324010001027278
7312,ایریجه,0,,28,236,984,1677,6030002003893
7313,ایریل,0,,3,425,1087,2566,2408010002024936
7314,ایرین,1,6146,8,33,15,803,2310030002259693
7315,ایزاوند,0,,30,428,1010,2119,1303020005439446
7316,ایزخورده,0,,27,426,975,2468,214030003023198
7317,ایزد آباد,0,,4,171,604,447,1023010001401385
7318,ایزداباد,0,,21,24,870,106,823010001384651
7319,ایزداباد,0,,21,70,563,2233,810020002383326
7320,ایزداباد,0,,21,138,34,150,803050001097337
7321,ایزداباد,0,,21,264,540,2370,806030002107275
7322,ایزداباد,0,,21,264,881,1569,806010006107008
7323,ایزداباد,0,,31,119,1017,1722,2103020003245838
7324,ایزدخواست,1,6583,17,283,838,1004,707050002077368
7325,ایزدخیل,0,,27,135,554,2227,221010002020892
7326,ایزدین,0,,25,219,282,1601,107020004010283
7327,ایزدیه,0,,21,70,872,2350,810010005119106
7328,ایزکی,0,,27,203,251,674,206020001018719
7329,ایزمان بالا,0,,12,65,532,2219,2802050002156679
7330,ایزمان پایین,0,,12,65,532,2219,2802050002156678
7331,ایزوا,0,,27,426,201,2237,214020001022971
7332,ایزوک,0,,11,354,739,352,941010002159151
7333,ایزویی,0,,11,354,81,346,941020001159470
7334,ایزی,1,5506,11,237,731,1856,908070002149451
7335,ایزی,0,,12,30,744,30,2801020001126207
7336,ایژگی,0,,25,262,272,1166,115010002310233
7337,ایسپره,0,,13,183,345,1424,608010004364372
7338,ایست بازرسی بهرام آباد,0,,6,407,634,2301,1605030001816070
7339,ایست بازرسی پل شهید کلانتری,0,,2,26,1056,1688,401050001342663
7340,ایست بازرسی سایت نخجیر,0,,6,407,409,2569,1605020001816166
7341,ایست بازرسی سرنی,0,,6,407,409,2569,1605020001816074
7342,ایست بازرسی میمک- بیجار,0,,6,53,205,420,1601020002816076
7343,ایستادگی,0,,13,359,427,1713,620010002065284
7344,ایستگاه,0,,17,175,177,1842,705050002907495
7345,ایستگاه  230/66کیلو ولت داراب,0,,17,175,831,2500,705030007373976
7346,ایستگاه 132کیلووات فهرج,0,,31,448,1021,1791,2105030003821200
7347,ایستگاه 53قدیراباد,0,,31,409,1019,983,2104010003248813
7348,ایستگاه آب خیزداری سدزاینده رود,0,,4,139,601,1934,1020020002176543
7349,ایستگاه آبگرم,0,,15,256,789,870,2002010001240539
7350,ایستگاه آتش نشانی حافظ,0,,31,448,1021,1753,2105030002821178
7351,ایستگاه اب سنجی,0,,17,301,269,1054,722020004373297
7352,ایستگاه ابخوان داری,0,,28,228,983,954,10020002301395
7353,ایستگاه ابردژ,0,,8,435,180,437,2306020001262171
7354,ایستگاه ابرسانی بوشکان,0,,17,331,843,1048,710040002080754
7355,ایستگاه ابریشم,0,,15,410,793,1987,2007010003242324
7356,ایستگاه اتش بیگ,0,,1,440,1065,2502,311030003037797
7357,ایستگاه ارتباطات رادیویی,0,,17,283,838,1823,707050006077369
7358,ایستگاه ارتباطی مارشینان,0,,4,37,510,1319,1002020005174309
7359,ایستگاه ازادوار,0,,11,131,1090,487,934020001146152
7360,ایستگاه ازدیادبذرنباتات علوفه ای,0,,3,103,32,1607,2406040002333259
7361,ایستگاه اشک,0,,31,22,426,2470,2101030002244481
7362,ایستگاه اصلاح نژادگوسفندسنگسری,0,,15,177,47,1901,2001010001500073
7363,ایستگاه اصلی انتقال نیرو,0,,13,49,433,2341,603050001361792
7364,ایستگاه اصلی برق امیدیه,0,,13,43,752,726,616020002362226
7365,ایستگاه اندازه گیری آب,0,,17,175,831,313,705030001074749
7366,ایستگاه اندازه گیری شرکت گاز بازرگان,0,,2,383,64,1364,406050002904434
7367,ایستگاه ایوانکی,0,,15,363,791,2244,2004020004501116
7368,ایستگاه بابک,0,,1,440,653,1716,311020003037798
7369,ایستگاه باران سنجی رودآب,0,,17,2,110,952,701050001807701
7370,ایستگاه باروری ابر بشقابی,0,,31,119,1017,1149,2103020005921069
7371,ایستگاه بالارود,0,,13,46,42,834,602010001054484
7372,ایستگاه بختاجرد,0,,17,175,831,325,705030003075224
7373,ایستگاه برق,0,,13,43,157,632,616010001363026
7374,ایستگاه برق,0,,13,85,101,407,605010002362350
7375,ایستگاه برق,0,,13,85,761,634,605020001362285
7376,ایستگاه برق,0,,13,85,761,634,605020001806205
7377,ایستگاه برق,0,,13,205,768,901,610020004806135
7378,ایستگاه برق,0,,13,359,773,675,620020001364523
7379,ایستگاه برق,0,,17,314,841,95,709030001907366
7380,ایستگاه برق,0,,17,314,1051,972,709040002907436
7381,ایستگاه برق 230/66 کیلووات داراب آسفالت,0,,17,175,831,2500,705030007907009
7382,ایستگاه برق 400 کیلووات,0,,13,43,157,632,616010001060172
7383,ایستگاه برق اصلی بهبهان,0,,13,95,762,865,606030002362414
7384,ایستگاه برق اهواز چهار,0,,13,49,755,192,603020002806176
7385,ایستگاه برق خلیج فارس,0,,13,268,769,15,611010001363214
7386,ایستگاه برق زاهدشهر,0,,17,309,404,1756,708020001907320
7387,ایستگاه برق سادلمی,0,,13,85,101,407,605010002364625
7388,ایستگاه برق سیدان,0,,17,392,369,1207,712060002807202
7389,ایستگاه برق شرکت نفت,0,,13,85,761,634,605020001362287
7390,ایستگاه برق شمال غرب اهواز,0,,13,49,755,192,603020002361494
7391,ایستگاه برق قیروکارزین,0,,17,329,842,1746,720020001372834
7392,ایستگاه برق کوهمره,0,,17,283,21,1830,707060002373848
7393,ایستگاه برق مبارک آباد,0,,17,329,842,2296,720020002807493
7394,ایستگاه برق ملاثانی,0,,13,63,760,2364,624010001806157
7395,ایستگاه برق مهدیس دو,0,,13,330,772,1872,627010002806363
7396,ایستگاه برق66.2کیلوولت ارسنجان,0,,17,25,817,1721,717010003807451
7397,ایستگاه بسطام,0,,15,270,790,871,2003030001241907
7398,ایستگاه بکران,0,,15,410,793,1987,2007010003242476
7399,ایستگاه بنکوه,0,,15,363,791,2244,2004020004243372
7400,ایستگاه بنوار/ایستگاه بناور,0,,15,177,47,606,2001010003239290
7401,ایستگاه بوگ,0,,16,415,812,875,1117010003195955
7402,ایستگاه بهرام گور,0,,31,61,1015,2297,2102020001245433
7403,ایستگاه بهره برداری نرگسی,0,,7,185,351,2543,1803010002818002
7404,ایستگاه بی سیم ناهید,0,,13,330,366,1497,627020001054982
7405,ایستگاه بیشه,0,,26,157,120,1376,1503020002218674
7406,ایستگاه بیهق,0,,11,173,1073,1674,938030001148559
7407,ایستگاه پدگی,0,,16,225,803,745,1105010001195956
7408,ایستگاه پرورش بذرعلوفه,0,,13,49,35,152,603040001361640
7409,ایستگاه پرورش نهال,0,,17,66,220,729,735020002373129
7410,ایستگاه پرویزبهمن,0,,1,293,646,1160,325020002031366
7411,ایستگاه پل دختر,0,,1,413,651,1807,310040003331889
7412,ایستگاه پل قایدان,0,,17,401,261,1089,713050001085270
7413,ایستگاه پلیس امیدیه,0,,13,43,752,726,616020002806280
7414,ایستگاه پماژ گاز,0,,31,409,1019,983,2104010003821245
7415,ایستگاه پمپ کانال 7,0,,13,359,773,2103,620020002363294
7416,ایستگاه پمپ کانال گتوند,0,,13,359,773,2103,620020002363295
7417,ایستگاه پمپ گاز,0,,2,174,59,263,403040001804066
7418,ایستگاه پمپاژ,0,,6,442,635,2199,1611010001816025
7419,ایستگاه پمپاژ,0,,13,46,754,864,602020001361224
7420,ایستگاه پمپاژ آب,0,,16,52,794,873,1101050002911906
7421,ایستگاه پمپاژ آب,0,,17,314,841,631,709030003907466
7422,ایستگاه پمپاژ آب,0,,31,409,1019,983,2104010003821914
7423,ایستگاه پمپاژ آب (طرح آب آبادان),0,,13,1,757,1580,601020003806297
7424,ایستگاه پمپاژ آب 4,0,,16,225,803,818,1105010002811421
7425,ایستگاه پمپاژ آب به جندق,0,,4,171,604,676,1023010002910077
7426,ایستگاه پمپاژ بنه باشت,0,,13,95,762,865,606030002806252
7427,ایستگاه پمپاژ دشت سیروان,0,,6,265,632,2258,1609010002816140
7428,ایستگاه پمپاژ سد دز,0,,13,46,754,864,602020001361225
7429,ایستگاه پمپاژ شماره 2,0,,6,400,529,1936,1608020002460415
7430,ایستگاه پمپاژ قنبر کندی,0,,2,110,22,2130,415010001804192
7431,ایستگاه پمپاژ گاز,0,,17,167,579,2309,724010002807650
7432,ایستگاه پمپاژ گاز,0,,17,167,579,2309,724010002807658
7433,ایستگاه پمپاژ گاز,0,,17,175,831,2500,705030007807977
7434,ایستگاه پمپاژ گاز,0,,17,314,841,95,709030001907367
7435,ایستگاه پمپاژ گاز,0,,17,314,841,631,709030003907410
7436,ایستگاه پمپاژ گاز AM1 اسفالت,0,,17,329,842,1746,720020001807494
7437,ایستگاه پمپاژ مرکز میان آب,0,,13,277,1044,2418,612040002363513
7438,ایستگاه پمپاژ3 گل گل,0,,6,400,529,1936,1608020002460167
7439,ایستگاه پمپاژآب,0,,16,143,797,540,1102020001711427
7440,ایستگاه پمپاژآب,0,,16,187,799,2509,1122010001416473
7441,ایستگاه پمپاژآب سراوان,0,,16,240,805,2157,1106040005416750
7442,ایستگاه پمپاژآب شماره 5,0,,16,225,803,818,1105010002416901
7443,ایستگاه پمپاژآب کلسکان,0,,16,143,797,540,1102020001416436
7444,ایستگاه پمپاژآب ندکان,0,,16,143,797,540,1102020001711432
7445,ایستگاه پمپاژآب وفاضلاب چاه شماره 2,0,,16,437,815,2254,1116010003711853
7446,ایستگاه پمپاژاب,0,,17,331,843,1048,710040002370574
7447,ایستگاه پمپاژچشمه لنگان,0,,4,306,610,750,1007010004910009
7448,ایستگاه پمپاژشماره 1آبرسانی زاهدان,0,,16,231,165,645,1110010001416819
7449,ایستگاه پمپاژشماره 2,0,,17,392,849,1189,712040005083859
7450,ایستگاه پمپاژشهدای آبادان,0,,13,1,757,1580,601020003806298
7451,ایستگاه پمپاژگاز,0,,17,314,1051,972,709040002907437
7452,ایستگاه پنجم اتیلن غرب,0,,6,442,164,1298,1611020001816143
7453,ایستگاه پیروزی/شهیدپوراکبری,0,,31,61,1015,2042,2102020003921286
7454,ایستگاه تثبیت شن,0,,10,76,706,1723,2908010001152098
7455,ایستگاه تثبیت شن,0,,15,363,791,2244,2004020004243567
7456,ایستگاه تثبیت شن استحکام,0,,21,338,400,576,808020002382819
7457,ایستگاه تثبیت شن چهارمیل,0,,4,21,320,1275,1001020002401635
7458,ایستگاه تثبیت شن دهنو,0,,21,338,400,576,808020002382825
7459,ایستگاه تثبیت شن شهید دستغیب,0,,4,7,597,1456,1018020001401115
7460,ایستگاه تثبیت شن شهیدسیدعلی طاهری,0,,4,37,510,1528,1002020006175276
7461,ایستگاه تثبیت شن شهیدمطهری,0,,4,7,597,1456,1018020001401092
7462,ایستگاه تثبیت شن های روان,0,,21,70,538,2171,810030001383334
7463,ایستگاه تثبیت شنهای روان /پارک جنگلی ب,0,,11,169,725,2422,919020002139060
7464,ایستگاه تحقیقات 140هکتاری جهاد,0,,15,256,789,870,2002010001500346
7465,ایستگاه تحقیقات آب خیزداری سدزاینده رود,0,,4,139,601,1928,1020020001402705
7466,ایستگاه تحقیقات باغبانی,0,,22,32,901,890,501030002350106
7467,ایستگاه تحقیقات پسته کرمان,0,,21,338,887,1328,808050005112488
7468,ایستگاه تحقیقات حبوبات,0,,28,165,499,938,4020002301254
7469,ایستگاه تحقیقات شتر,0,,31,61,1015,2297,2102020001511317
7470,ایستگاه تحقیقات شیلاتی,0,,31,61,1015,2297,2102020001511318
7471,ایستگاه تحقیقات کشاورزی,0,,2,26,1056,2472,401050003904119
7472,ایستگاه تحقیقات کشاورزی,0,,2,174,664,1158,403020003904384
7473,ایستگاه تحقیقات کشاورزی اقلید,0,,17,39,819,1609,703020004373904
7474,ایستگاه تحقیقات کشاورزی مغان,0,,3,103,32,143,2406040001033732
7475,ایستگاه تحقیقات ماهیدشت,0,,22,339,576,2295,502060002049883
7476,ایستگاه تحقیقات منابع طبیعی شهیدحمزوی,0,,4,257,606,846,1005020001400248
7477,ایستگاه تحقیقاتی  آموزشی وترویجی بخش سیل,0,,4,171,604,2484,1023010003404736
7478,ایستگاه تحقیقاتی آموزشی وترویجی سیلاب بر,0,,4,272,607,2388,1016030002810052
7479,ایستگاه تحقیقاتی بخش سیلاب,0,,31,409,1019,2440,2104010004511790
7480,ایستگاه تحقیقاتی بزکرکی بردسیر,0,,21,70,872,2350,810010005383448
7481,ایستگاه تحقیقاتی جهاد,0,,15,177,47,1903,2001010002239291
7482,ایستگاه تحقیقاتی شهید یوسف فزوه,0,,4,310,467,1280,1008030002401391
7483,ایستگاه تحقیقاتی گیاهان,0,,13,49,755,192,603020002055927
7484,ایستگاه تحقیقاتی محسن,0,,6,407,634,2301,1605030001460421
7485,ایستگاه تحقیقاتی مراتع,0,,17,158,828,947,718020001071182
7486,ایستگاه تحقیقاتی مرتع نیر,0,,31,119,1078,1299,2103030002510283
7487,ایستگاه تحقیقاتی نگارستان,0,,17,392,255,1188,712050003083886
7488,ایستگاه ترویج وتولیدبذرشهیدیعقوبی,0,,17,283,21,1830,707060002373565
7489,ایستگاه تزریق گاز 600 کرنج,0,,13,43,157,632,616010001364705
7490,ایستگاه تزریق گاز سراجه,0,,19,327,859,1891,2501030003825014
7491,ایستگاه تقاطع لوله آب و گاز,0,,31,22,426,1711,2101030001821880
7492,ایستگاه تقلیل فشار گاز,0,,2,141,662,719,414020002804182
7493,ایستگاه تقلیل فشار گاز,0,,13,268,769,15,611010001806345
7494,ایستگاه تقلیل فشار گاز,0,,31,448,304,2307,2105040002821187
7495,ایستگاه تقلیل فشار گاز سی جی اس آبادان,0,,13,1,757,430,601020002806043
7496,ایستگاه تقلیل فشار گاز و حومه,0,,13,95,762,865,606030002806270
7497,ایستگاه تقلیل فشار CGS,0,,2,122,661,223,412010002904137
7498,ایستگاه تقلیل فشارگاز,0,,17,283,838,452,707050001907104
7499,ایستگاه تقلیل گاز,0,,31,409,1019,983,2104010003921387
7500,ایستگاه تقو یت فشار,0,,17,105,825,2020,723010002807021
7501,ایستگاه تقویت تلویزیون,0,,15,177,47,606,2001010003500028
7502,ایستگاه تقویت تلویزیون,0,,22,176,905,902,513020003046738
7503,ایستگاه تقویت تلویزیون,0,,28,269,454,1840,7040001300969
7504,ایستگاه تقویت تلویزیون,0,,30,125,1004,907,1301020001439405
7505,ایستگاه تقویت تلویزیون خورشیدرباط,0,,31,22,231,1205,2101010002511804
7506,ایستگاه تقویت فشار گاز,0,,6,442,164,1298,1611020001816142
7507,ایستگاه تقویت فشار گاز دهاقان - شهرضا,0,,4,280,608,2095,1009020004810490
7508,ایستگاه تقویت فشار گاز سردشت,0,,13,95,323,1423,606020002806246
7509,ایستگاه تقویت فشار گاز مکوندی فر,0,,13,12,758,48,626010001364635
7510,ایستگاه تقویت فشارگاز,0,,17,301,839,67,722010001373422
7511,ایستگاه تقویت گاز شماره 7,0,,17,2,110,428,701050002807694
7512,ایستگاه تقویت مخابرات,0,,15,410,793,2416,2007010001242325
7513,ایستگاه تقویت مخابرات,0,,28,269,339,2603,7020001300885
7514,ایستگاه تقویت مخابراتی,0,,15,410,793,1773,2007010002500468
7515,ایستگاه تقویت موبایل,0,,22,339,911,1113,502040003352910
7516,ایستگاه تکثیربذرگیاهان,0,,13,95,762,865,606030002362430
7517,ایستگاه تلقیح مصنوعی,0,,12,384,751,863,2806030002828002
7518,ایستگاه تلویزیون,0,,27,14,559,2226,201010002320077
7519,ایستگاه تلویزیون,0,,31,61,1015,2297,2102020001245435
7520,ایستگاه تلویزیون کوه قاسم,0,,15,270,87,932,2003010001241400
7521,ایستگاه تلویزیونی حسن ترک,0,,11,369,740,860,915020002161663
7522,ایستگاه تلویزیونی غزازا,0,,15,410,793,2416,2007010001242562
7523,ایستگاه تنظیم فشارگاز,0,,13,85,761,634,605020001364751
7524,ایستگاه تنگ هفت,0,,26,157,120,594,1503020006218507
7525,ایستگاه تولید بذرگیاهان مرتعی قهیز,0,,4,305,609,1006,1006030001402376
7526,ایستگاه تولید نهال گرمسیری,0,,6,407,634,2301,1605030001460420
7527,ایستگاه تولیدبذرمرتعی,0,,13,183,345,2294,608010007362514
7528,ایستگاه تولیدبذرونهال منابع طبیع,0,,21,338,574,1890,808040001382642
7529,ایستگاه جاجرم,0,,12,129,746,2424,2803030002126390
7530,ایستگاه جهان آباد,0,,15,410,793,1987,2007010003242477
7531,ایستگاه جیلان,0,,15,270,87,1988,2003010002241558
7532,ایستگاه چاه خاور,0,,31,61,1015,2297,2102020001245436
7533,ایستگاه چاه ملک کوه,0,,4,171,604,447,1023010001404698
7534,ایستگاه چاه نیمه چهارم,0,,16,231,165,645,1110010001711696
7535,ایستگاه چم سنگر,1,6023,26,157,120,763,1503020001218679
7536,ایستگاه چوب,0,,24,337,921,795,2704010001323008
7537,ایستگاه چوب جنگلبانی,0,,27,260,964,1185,208020001322297
7538,ایستگاه چوببری,0,,24,295,920,1310,2703010003020509
7539,ایستگاه چهارصوله,0,,16,415,812,875,1117010003195957
7540,ایستگاه چهارم و هشتم گاز سراسری,0,,17,251,837,1596,725020002707007
7541,ایستگاه حسینیه,0,,13,160,764,899,607010002061041
7542,ایستگاه حفاظت خاک واب خیزداری,0,,8,275,566,2252,2304020001260229
7543,ایستگاه خراجو,0,,1,389,338,1399,306030002031479
7544,ایستگاه خراسانک,0,,1,440,653,1716,311020003331898
7545,ایستگاه خرم پی,0,,14,230,783,1322,1904050006235907
7546,ایستگاه خسروی,0,,13,49,433,2341,603050001055690
7547,ایستگاه خواجه نصیر,0,,1,389,648,1400,306020003031480
7548,ایستگاه خیام,0,,11,432,310,105,917020001168634
7549,ایستگاه خیرآباد,0,,4,37,168,199,1002060001174830
7550,ایستگاه دامپروری,0,,11,246,732,1411,920020003541003
7551,ایستگاه دامپروری /اصلاح بزکرکی /,0,,21,60,871,361,801030001090577
7552,ایستگاه دامپروری جهادتعاون,0,,17,105,825,2020,723010002907133
7553,ایستگاه دره ریگ,0,,31,61,1015,2297,2102020001245437
7554,ایستگاه دکل رادیویی,0,,31,61,1015,2297,2102020001921307
7555,ایستگاه دوکوهه,0,,13,46,754,864,602020001054867
7556,ایستگاه ده نمک,0,,15,6,521,1771,2006020002243205
7557,ایستگاه ذخیره برق /ایستگاه تقویت برق,0,,21,227,880,2541,805020009384598
7558,ایستگاه رادارمارشینان,0,,4,37,510,1319,1002020005174507
7559,ایستگاه رادیو,0,,16,223,802,403,1104040001411097
7560,ایستگاه رادیو اهواز,0,,13,49,35,152,603040001056082
7561,ایستگاه رادیو تلویزیون,0,,6,3,627,616,1606020003223839
7562,ایستگاه رادیو تلویزیون,0,,7,124,263,414,1802010001480976
7563,ایستگاه رادیو و تلویزیون,0,,13,1,27,2465,601010001364285
7564,ایستگاه رادیو و تلویزیون,0,,13,268,769,15,611010001363215
7565,ایستگاه رادیوتلویزیون حاجی اباد,0,,31,35,1014,1220,2108020001510945
7566,ایستگاه رادیوشوشتر,0,,13,277,771,1616,612020003363518
7567,ایستگاه رادیووتلویزیون کیاشهر,0,,25,10,522,2106,102010002310027
7568,ایستگاه رادیویی,0,,17,329,842,1746,720020001807495
7569,ایستگاه رادیویی ایه اله خاتمی,0,,31,22,1013,2308,2101020002511863
7570,ایستگاه رادیویی شهید امیری,0,,31,448,1021,1791,2105030003250742
7571,ایستگاه رادیویی فجر,0,,2,383,64,1364,406050002904435
7572,ایستگاه رادیویی هفتگل,0,,13,441,285,2156,622010002362921
7573,ایستگاه رازی,0,,2,174,458,1861,403050002041573
7574,ایستگاه راه آهن,0,,4,386,530,2137,1017020001810474
7575,ایستگاه راه آهن,0,,17,39,819,967,703020003807034
7576,ایستگاه راه آهن  رجعین,0,,14,230,317,1323,1904020003236185
7577,ایستگاه راه آهن آذر پی,0,,14,230,317,1323,1904020003236184
7578,ایستگاه راه آهن بناب,0,,14,230,783,395,1904050003235906
7579,ایستگاه راه آهن بیشه در,0,,31,61,1015,2297,2102020001921321
7580,ایستگاه راه آهن پیر زاغه,0,,14,18,779,1646,1901030005491647
7581,ایستگاه راه آهن تربت حیدریه,0,,11,117,720,493,905060002809585
7582,ایستگاه راه آهن جندق,0,,31,22,231,1205,2101010002821036
7583,ایستگاه راه آهن دیزیچه,0,,4,386,615,1164,1017010002403745
7584,ایستگاه راه آهن زرین,0,,31,22,231,1308,2101010003821889
7585,ایستگاه راه آهن زرین دژ,0,,14,18,779,1646,1901030005233256
7586,ایستگاه راه آهن ساغند,0,,31,22,231,1205,2101010002511809
7587,ایستگاه راه آهن سپر رستم,0,,19,327,859,1889,2501030002825021
7588,ایستگاه راه آهن سرچم,0,,14,230,317,1323,1904020003236186
7589,ایستگاه راه آهن سرخ گل,0,,4,7,518,2092,1018010001180528
7590,ایستگاه راه آهن شوش,0,,13,276,770,826,614020003062683
7591,ایستگاه راه آهن شیرگشت,0,,10,290,256,1061,2911010001821134
7592,ایستگاه راه آهن عشق آباد,0,,10,290,256,1061,2911010001821135
7593,ایستگاه راه آهن قروه,0,,14,18,779,867,1901030002233073
7594,ایستگاه راه آهن کوشک,0,,31,61,1015,2042,2102020003921330
7595,ایستگاه راه آهن محمد آباد,0,,4,7,597,1456,1018020001810756
7596,ایستگاه راه آهن مهریز,0,,31,409,1019,983,2104010003921388
7597,ایستگاه راه آهن نایین,0,,4,418,616,296,1013030001181899
7598,ایستگاه راه آهن نمکزار,0,,19,327,859,1889,2501030002825022
7599,ایستگاه راه آهن نیک پی,0,,14,230,317,1323,1904020003236187
7600,ایستگاه راه آهن ورزنه,0,,4,37,96,2120,1002050002174761
7601,ایستگاه راه آهن هفت تپه,0,,13,276,770,826,614020003062684
7602,ایستگاه راه اهن,0,,21,264,125,480,806020001380487
7603,ایستگاه راه اهن,0,,21,264,881,2482,806010010380448
7604,ایستگاه راه اهن,0,,21,264,881,2482,806010010383961
7605,ایستگاه راه اهن,0,,21,338,887,100,808050001112489
7606,ایستگاه راه اهن,0,,31,22,1013,2308,2101020002244482
7607,ایستگاه راه اهن احمداباد,0,,21,214,488,1978,804030003381859
7608,ایستگاه راه اهن اذرشهر,0,,1,5,548,1055,321010002029214
7609,ایستگاه راه اهن اردکان,0,,31,22,426,1711,2101030001244480
7610,ایستگاه راه اهن اسفراین,0,,11,136,425,1307,936020001146413
7611,ایستگاه راه اهن پاگنده,0,,31,22,1013,2308,2101020002244483
7612,ایستگاه راه اهن جوین,0,,11,131,1090,2421,934020002541793
7613,ایستگاه راه اهن چاه افضل,0,,31,22,1013,2308,2101020002244484
7614,ایستگاه راه اهن خاتون اباد,0,,21,279,882,909,807010004808113
7615,ایستگاه راه اهن دیزج رود,0,,1,293,646,956,325020001331098
7616,ایستگاه راه اهن رودک,0,,26,193,951,835,1505020001451404
7617,ایستگاه راه اهن سبزوار,0,,11,173,1025,2343,938020001541527
7618,ایستگاه راه اهن سنگ,0,,21,227,1098,1524,805030001103684
7619,ایستگاه راه اهن سواریان,0,,19,327,354,1197,2501050001006003
7620,ایستگاه راه اهن شیرامین,0,,1,5,222,1626,321030001029184
7621,ایستگاه راه اهن عقدا,0,,31,22,426,1711,2101030001244489
7622,ایستگاه راه اهن قدس خراسان,0,,11,246,732,1411,920020003542788
7623,ایستگاه راه اهن قره تپه,0,,2,255,666,1967,405010005042672
7624,ایستگاه راه اهن گل زرد,0,,21,227,1098,2624,805030002103101
7625,ایستگاه راه اهن گلدانه,0,,31,22,1013,2308,2101020002821052
7626,ایستگاه راه اهن میبد,0,,31,414,89,372,2106030001244485
7627,ایستگاه راه اهن نی باد,0,,31,22,231,1205,2101010002511801
7628,ایستگاه راهدار نظامی,0,,13,46,754,864,602020001361226
7629,ایستگاه راهدارشرکت نفت,0,,15,270,87,932,2003010001241401
7630,ایستگاه رخش,0,,31,448,1021,1791,2105030003250700
7631,ایستگاه رله تلویزیون,0,,13,46,42,834,602010001361182
7632,ایستگاه رله رادیوتلویزیون,0,,17,161,278,1200,734020002074138
7633,ایستگاه رله ماکروویو,0,,4,378,67,1346,1012010002402914
7634,ایستگاه رودشور,0,,28,228,983,1260,10020003003271
7635,ایستگاه زال,0,,1,391,649,2576,307020008032290
7636,ایستگاه زرین,0,,15,177,788,1011,2001020002239692
7637,ایستگاه زلزله شناسی خلیج فارس 4 (قیرکارزی,0,,17,329,40,169,720010001807496
7638,ایستگاه زمینی ارتباطات ماهواره ای شهید ق,0,,30,29,1002,1516,1306010006209072
7639,ایستگاه زیاران,0,,18,4,854,2066,2604020002236515
7640,ایستگاه ساسان,0,,31,22,426,2470,2101030002244486
7641,ایستگاه سبزآب,0,,13,46,754,864,602020001062839
7642,ایستگاه سراجو,0,,1,440,1065,2502,311030003037799
7643,ایستگاه سرخدشت,0,,15,247,342,2228,2008010001240305
7644,ایستگاه سرخده,0,,15,177,47,1901,2001010001239896
7645,ایستگاه سرو,0,,31,22,1013,2308,2101020002244487
7646,ایستگاه سمنگان,0,,28,19,977,1385,1020005000001
7647,ایستگاه سنخواست,0,,11,131,1090,2421,934020002146483
7648,ایستگاه سهلان,0,,1,273,415,759,314010001333297
7649,ایستگاه سیاه باغ,0,,18,113,857,2489,2602040003233914
7650,ایستگاه سیریز,0,,21,227,1098,1524,805030001103685
7651,ایستگاه شاپور,0,,1,440,653,1818,311020004037295
7652,ایستگاه شب نم,0,,31,22,426,2470,2101030002244488
7653,ایستگاه شرکت گاز,0,,16,52,794,873,1101050002811997
7654,ایستگاه شماره 3 رغیوه,0,,13,441,285,1234,622010001364581
7655,ایستگاه شمسی,0,,31,414,1020,1603,2106010002250088
7656,ایستگاه شهید صلاحی,0,,7,185,351,2543,1803010002480195
7657,ایستگاه شیخ صفی,0,,1,413,142,233,310010001036037
7658,ایستگاه شیرین چشمه,0,,15,270,87,1988,2003010002241559
7659,ایستگاه صدا و سیما,0,,17,373,97,400,711070001374023
7660,ایستگاه صداوسیما,0,,31,119,1078,1299,2103030002921100
7661,ایستگاه صداوسیما,0,,31,409,1019,983,2104010003510663
7662,ایستگاه صداوسیمابرون مرزی,0,,31,448,1021,1753,2105030002511458
7663,ایستگاه طبرکوه,0,,31,61,1015,2297,2102020001245434
7664,ایستگاه طرح اصلاح دشت سلم ابادپرورش بزک,0,,10,243,711,2393,2903010002392076
7665,ایستگاه طرح جنگلداری گل لوه,0,,24,358,569,1819,2714020001325063
7666,ایستگاه عطار,0,,11,316,735,561,933010001166660
7667,ایستگاه علوفه,0,,6,3,489,2389,1606010002223934
7668,ایستگاه عملیاتی هوا دریا,0,,13,1,27,2465,601010001806047
7669,ایستگاه فرستنده رادیو,0,,15,177,788,869,2001020001239497
7670,ایستگاه فرستنده رادیو,0,,16,345,810,701,1109020001191817
